Date,Open,High,Low,Close ,Adj Close 
15-Jan-23,"20,977.48","20,993.75","20,606.99","20,880.80","20,880.80"
14-Jan-23,"19,910.54","21,075.14","19,907.83","20,976.30","20,976.30"
13-Jan-23,"18,868.91","19,964.32","18,753.16","19,909.57","19,909.57"
12-Jan-23,"18,117.59","19,030.09","17,995.20","18,869.59","18,869.59"
11-Jan-23,"17,446.36","17,934.90","17,337.99","17,934.90","17,934.90"
10-Jan-23,"17,192.95","17,484.72","17,162.99","17,446.29","17,446.29"
9-Jan-23,"17,093.99","17,389.96","17,093.99","17,196.55","17,196.55"
8-Jan-23,"16,954.15","17,091.14","16,924.05","17,091.14","17,091.14"
7-Jan-23,"16,952.12","16,975.02","16,914.19","16,955.08","16,955.08"
6-Jan-23,"16,836.47","16,991.99","16,716.42","16,951.97","16,951.97"
5-Jan-23,"16,863.47","16,884.02","16,790.28","16,836.74","16,836.74"
4-Jan-23,"16,680.21","16,964.59","16,667.76","16,863.24","16,863.24"
3-Jan-23,"16,688.85","16,760.45","16,622.37","16,679.86","16,679.86"
2-Jan-23,"16,625.51","16,759.34","16,572.23","16,688.47","16,688.47"
1-Jan-23,"16,547.91","16,630.44","16,521.23","16,625.08","16,625.08"
31-Dec-22,"16,603.67","16,628.99","16,517.52","16,547.50","16,547.50"
30-Dec-22,"16,641.33","16,643.43","16,408.47","16,602.59","16,602.59"
29-Dec-22,"16,552.32","16,651.76","16,508.68","16,642.34","16,642.34"
28-Dec-22,"16,716.40","16,768.17","16,497.56","16,552.57","16,552.57"
27-Dec-22,"16,919.29","16,959.85","16,642.07","16,717.17","16,717.17"
26-Dec-22,"16,842.25","16,920.12","16,812.37","16,919.80","16,919.80"
25-Dec-22,"16,847.51","16,860.55","16,755.25","16,841.99","16,841.99"
24-Dec-22,"16,796.98","16,864.70","16,793.53","16,847.76","16,847.76"
23-Dec-22,"16,829.64","16,905.22","16,794.46","16,796.95","16,796.95"
22-Dec-22,"16,818.38","16,866.67","16,592.41","16,830.34","16,830.34"
21-Dec-22,"16,904.53","16,916.80","16,755.91","16,817.54","16,817.54"
20-Dec-22,"16,441.79","17,012.98","16,427.87","16,906.30","16,906.30"
19-Dec-22,"16,759.04","16,807.53","16,398.14","16,439.68","16,439.68"
18-Dec-22,"16,795.61","16,815.39","16,697.82","16,757.98","16,757.98"
17-Dec-22,"16,646.98","16,800.59","16,614.03","16,795.09","16,795.09"
16-Dec-22,"17,364.55","17,505.53","16,584.70","16,647.48","16,647.48"
15-Dec-22,"17,813.64","17,846.74","17,322.59","17,364.87","17,364.87"
14-Dec-22,"17,782.07","18,318.53","17,739.51","17,815.65","17,815.65"
13-Dec-22,"17,206.44","17,930.09","17,111.76","17,781.32","17,781.32"
12-Dec-22,"17,102.50","17,212.56","16,899.39","17,206.44","17,206.44"
11-Dec-22,"17,129.71","17,245.63","17,091.82","17,104.19","17,104.19"
10-Dec-22,"17,134.22","17,216.83","17,120.68","17,128.72","17,128.72"
9-Dec-22,"17,232.15","17,280.55","17,100.84","17,133.15","17,133.15"
8-Dec-22,"16,847.35","17,267.92","16,788.78","17,233.47","17,233.47"
7-Dec-22,"17,089.51","17,109.38","16,750.56","16,848.13","16,848.13"
6-Dec-22,"16,975.24","17,091.86","16,939.92","17,089.50","17,089.50"
5-Dec-22,"17,128.89","17,378.15","16,922.43","16,974.83","16,974.83"
4-Dec-22,"16,908.17","17,157.77","16,903.44","17,130.49","17,130.49"
3-Dec-22,"17,090.10","17,116.04","16,888.14","16,908.24","16,908.24"
2-Dec-22,"16,968.68","17,088.66","16,877.88","17,088.66","17,088.66"
1-Dec-22,"17,168.00","17,197.50","16,888.39","16,967.13","16,967.13"
30-Nov-22,"16,445.48","17,190.94","16,445.48","17,168.57","17,168.57"
29-Nov-22,"16,217.64","16,522.26","16,139.40","16,444.98","16,444.98"
28-Nov-22,"16,440.22","16,482.93","16,054.53","16,217.32","16,217.32"
27-Nov-22,"16,463.88","16,594.41","16,437.03","16,444.63","16,444.63"
26-Nov-22,"16,521.58","16,666.86","16,416.23","16,464.28","16,464.28"
25-Nov-22,"16,602.27","16,603.32","16,388.40","16,521.84","16,521.84"
24-Nov-22,"16,611.64","16,771.47","16,501.77","16,604.46","16,604.46"
23-Nov-22,"16,195.59","16,638.19","16,170.50","16,610.71","16,610.71"
22-Nov-22,"15,782.30","16,253.05","15,656.61","16,189.77","16,189.77"
21-Nov-22,"16,291.22","16,291.22","15,599.05","15,787.28","15,787.28"
20-Nov-22,"16,712.92","16,746.78","16,248.69","16,291.83","16,291.83"
19-Nov-22,"16,696.22","16,797.88","16,570.41","16,711.55","16,711.55"
18-Nov-22,"16,687.91","16,947.06","16,564.61","16,697.78","16,697.78"
17-Nov-22,"16,670.43","16,726.44","16,460.68","16,687.52","16,687.52"
16-Nov-22,"16,884.34","16,960.29","16,430.11","16,669.44","16,669.44"
15-Nov-22,"16,617.48","17,051.96","16,542.55","16,884.61","16,884.61"
14-Nov-22,"16,352.03","17,109.32","15,872.94","16,618.20","16,618.20"
13-Nov-22,"16,799.72","16,920.77","16,320.63","16,353.37","16,353.37"
12-Nov-22,"17,036.88","17,066.68","16,651.78","16,799.19","16,799.19"
11-Nov-22,"17,583.25","17,650.94","16,543.48","17,034.29","17,034.29"
10-Nov-22,"15,883.16","18,054.31","15,834.02","17,586.77","17,586.77"
9-Nov-22,"18,543.76","18,590.46","15,682.69","15,880.78","15,880.78"
8-Nov-22,"20,600.67","20,664.61","17,603.54","18,541.27","18,541.27"
7-Nov-22,"20,924.62","21,053.25","20,489.97","20,602.82","20,602.82"
6-Nov-22,"21,285.06","21,345.38","20,920.19","20,926.49","20,926.49"
5-Nov-22,"21,144.83","21,446.89","21,097.63","21,282.69","21,282.69"
4-Nov-22,"20,208.77","21,209.56","20,188.02","21,147.23","21,147.23"
3-Nov-22,"20,162.69","20,382.10","20,086.24","20,209.99","20,209.99"
2-Nov-22,"20,482.96","20,742.81","20,087.13","20,159.50","20,159.50"
1-Nov-22,"20,494.90","20,647.29","20,359.85","20,485.27","20,485.27"
31-Oct-22,"20,633.70","20,795.32","20,287.46","20,495.77","20,495.77"
30-Oct-22,"20,817.98","20,917.01","20,547.46","20,635.60","20,635.60"
29-Oct-22,"20,595.10","20,988.39","20,566.48","20,818.48","20,818.48"
28-Oct-22,"20,287.96","20,724.98","20,086.07","20,595.35","20,595.35"
27-Oct-22,"20,772.80","20,854.04","20,255.37","20,285.84","20,285.84"
26-Oct-22,"20,092.24","20,938.13","20,076.12","20,770.44","20,770.44"
25-Oct-22,"19,344.96","20,348.41","19,261.45","20,095.86","20,095.86"
24-Oct-22,"19,567.77","19,589.13","19,206.32","19,345.57","19,345.57"
23-Oct-22,"19,207.73","19,646.65","19,124.20","19,567.01","19,567.01"
22-Oct-22,"19,172.38","19,248.07","19,132.24","19,208.19","19,208.19"
21-Oct-22,"19,053.20","19,237.38","18,770.97","19,172.47","19,172.47"
20-Oct-22,"19,138.09","19,315.20","18,971.46","19,053.74","19,053.74"
19-Oct-22,"19,335.03","19,348.42","19,127.69","19,139.54","19,139.54"
18-Oct-22,"19,550.47","19,666.99","19,144.77","19,334.42","19,334.42"
17-Oct-22,"19,268.56","19,635.80","19,173.33","19,550.76","19,550.76"
16-Oct-22,"19,068.91","19,389.60","19,068.91","19,268.09","19,268.09"
15-Oct-22,"19,185.44","19,212.54","19,019.25","19,067.63","19,067.63"
14-Oct-22,"19,382.53","19,889.15","19,115.41","19,185.66","19,185.66"
13-Oct-22,"19,156.97","19,453.33","18,319.82","19,382.90","19,382.90"
12-Oct-22,"19,052.65","19,203.20","19,029.76","19,157.45","19,157.45"
11-Oct-22,"19,139.00","19,241.96","18,925.60","19,051.42","19,051.42"
10-Oct-22,"19,446.42","19,515.47","19,102.98","19,141.48","19,141.48"
9-Oct-22,"19,417.48","19,542.54","19,349.26","19,446.43","19,446.43"
8-Oct-22,"19,546.33","19,601.70","19,299.41","19,416.57","19,416.57"
7-Oct-22,"19,957.56","20,041.09","19,395.79","19,546.85","19,546.85"
6-Oct-22,"20,161.04","20,408.39","19,900.09","19,955.44","19,955.44"
5-Oct-22,"20,335.90","20,343.75","19,801.80","20,160.72","20,160.72"
4-Oct-22,"19,623.58","20,380.34","19,523.84","20,336.84","20,336.84"
3-Oct-22,"19,044.07","19,653.54","19,025.23","19,623.58","19,623.58"
2-Oct-22,"19,311.85","19,370.31","18,970.62","19,044.11","19,044.11"
1-Oct-22,"19,431.11","19,471.15","19,231.08","19,312.10","19,312.10"
30-Sep-22,"19,573.43","20,109.85","19,265.66","19,431.79","19,431.79"
29-Sep-22,"19,427.78","19,589.27","18,924.35","19,573.05","19,573.05"
28-Sep-22,"19,104.62","19,688.34","18,553.30","19,426.72","19,426.72"
27-Sep-22,"19,221.84","20,338.46","18,915.67","19,110.55","19,110.55"
26-Sep-22,"18,803.90","19,274.87","18,721.29","19,222.67","19,222.67"
25-Sep-22,"18,936.31","19,134.73","18,696.47","18,802.10","18,802.10"
24-Sep-22,"19,296.99","19,310.20","18,861.97","18,937.01","18,937.01"
23-Sep-22,"19,412.40","19,464.67","18,617.55","19,297.64","19,297.64"
22-Sep-22,"18,534.65","19,456.91","18,415.59","19,413.55","19,413.55"
21-Sep-22,"18,891.28","19,674.63","18,290.31","18,547.40","18,547.40"
20-Sep-22,"19,545.59","19,602.46","18,813.46","18,890.79","18,890.79"
19-Sep-22,"19,418.57","19,639.48","18,390.32","19,544.13","19,544.13"
18-Sep-22,"20,127.23","20,127.23","19,387.49","19,419.51","19,419.51"
17-Sep-22,"19,777.03","20,162.53","19,777.03","20,127.58","20,127.58"
16-Sep-22,"19,704.01","19,870.63","19,400.08","19,772.58","19,772.58"
15-Sep-22,"20,242.29","20,318.17","19,636.73","19,701.21","19,701.21"
14-Sep-22,"20,184.55","20,467.20","19,793.40","20,241.09","20,241.09"
13-Sep-22,"22,371.48","22,673.82","20,062.67","20,296.71","20,296.71"
12-Sep-22,"21,770.15","22,439.18","21,603.90","22,370.45","22,370.45"
11-Sep-22,"21,678.54","21,770.55","21,406.95","21,769.26","21,769.26"
10-Sep-22,"21,376.91","21,760.28","21,168.72","21,680.54","21,680.54"
9-Sep-22,"19,328.14","21,439.41","19,310.96","21,381.15","21,381.15"
8-Sep-22,"19,289.94","19,417.35","19,076.71","19,329.83","19,329.83"
7-Sep-22,"18,837.68","19,427.17","18,644.47","19,290.32","19,290.32"
6-Sep-22,"19,817.72","20,155.27","18,800.17","18,837.67","18,837.67"
5-Sep-22,"19,988.79","20,031.16","19,673.05","19,812.37","19,812.37"
4-Sep-22,"19,832.47","19,999.69","19,636.82","19,986.71","19,986.71"
3-Sep-22,"19,969.72","20,037.01","19,698.36","19,832.09","19,832.09"
2-Sep-22,"20,126.07","20,401.57","19,814.77","19,969.77","19,969.77"
1-Sep-22,"20,050.50","20,198.39","19,653.97","20,127.14","20,127.14"
31-Aug-22,"19,799.58","20,420.99","19,799.58","20,049.76","20,049.76"
30-Aug-22,"20,298.61","20,542.64","19,617.64","19,796.81","19,796.81"
29-Aug-22,"19,615.15","20,357.46","19,600.79","20,297.99","20,297.99"
28-Aug-22,"20,041.04","20,139.05","19,616.81","19,616.81","19,616.81"
27-Aug-22,"20,262.48","20,340.78","19,890.52","20,041.74","20,041.74"
26-Aug-22,"21,596.09","21,804.91","20,199.48","20,260.02","20,260.02"
25-Aug-22,"21,395.46","21,789.64","21,362.44","21,600.90","21,600.90"
24-Aug-22,"21,526.46","21,783.08","21,195.01","21,395.02","21,395.02"
23-Aug-22,"21,401.04","21,646.20","20,955.14","21,528.09","21,528.09"
22-Aug-22,"21,531.46","21,531.46","20,939.18","21,398.91","21,398.91"
21-Aug-22,"21,160.39","21,668.85","21,103.20","21,534.12","21,534.12"
20-Aug-22,"20,872.84","21,350.81","20,856.73","21,166.06","21,166.06"
19-Aug-22,"23,213.31","23,213.31","20,868.85","20,877.55","20,877.55"
18-Aug-22,"23,341.04","23,563.83","23,177.60","23,212.74","23,212.74"
17-Aug-22,"23,881.32","24,407.06","23,243.35","23,336.00","23,336.00"
16-Aug-22,"24,126.14","24,228.42","23,733.50","23,883.29","23,883.29"
15-Aug-22,"24,318.32","25,135.59","23,839.78","24,136.97","24,136.97"
14-Aug-22,"24,429.06","24,974.91","24,206.26","24,319.33","24,319.33"
13-Aug-22,"24,402.19","24,860.05","24,346.12","24,424.07","24,424.07"
12-Aug-22,"23,957.20","24,412.57","23,657.27","24,402.82","24,402.82"
11-Aug-22,"23,948.35","24,822.63","23,901.00","23,957.53","23,957.53"
10-Aug-22,"23,162.90","24,127.41","22,771.52","23,947.64","23,947.64"
9-Aug-22,"23,811.48","23,898.62","22,982.00","23,164.32","23,164.32"
8-Aug-22,"23,179.53","24,203.69","23,176.55","23,809.49","23,809.49"
7-Aug-22,"22,963.51","23,359.01","22,894.56","23,175.89","23,175.89"
6-Aug-22,"23,291.42","23,326.56","22,961.28","22,961.28","22,961.28"
5-Aug-22,"22,626.83","23,422.83","22,612.18","23,289.31","23,289.31"
4-Aug-22,"22,848.21","23,198.01","22,485.70","22,630.96","22,630.96"
3-Aug-22,"22,981.30","23,578.65","22,747.84","22,846.51","22,846.51"
2-Aug-22,"23,308.43","23,415.04","22,710.08","22,978.12","22,978.12"
1-Aug-22,"23,336.72","23,464.79","22,890.80","23,314.20","23,314.20"
31-Jul-22,"23,652.07","24,121.64","23,275.70","23,336.90","23,336.90"
30-Jul-22,"23,796.82","24,572.58","23,580.51","23,656.21","23,656.21"
29-Jul-22,"23,845.21","24,294.79","23,481.17","23,804.63","23,804.63"
28-Jul-22,"22,933.64","24,110.47","22,722.27","23,843.89","23,843.89"
27-Jul-22,"21,244.17","22,986.53","21,070.81","22,930.55","22,930.55"
26-Jul-22,"21,361.12","21,361.12","20,776.82","21,239.75","21,239.75"
25-Jul-22,"22,607.16","22,649.12","21,361.64","21,361.70","21,361.70"
24-Jul-22,"22,465.51","22,974.00","22,306.84","22,609.16","22,609.16"
23-Jul-22,"22,706.98","22,977.21","22,002.91","22,465.48","22,465.48"
22-Jul-22,"23,163.75","23,671.93","22,603.42","22,714.98","22,714.98"
21-Jul-22,"23,233.20","23,388.32","22,431.15","23,164.63","23,164.63"
20-Jul-22,"23,393.19","24,196.82","23,009.95","23,231.73","23,231.73"
19-Jul-22,"22,467.85","23,666.96","21,683.41","23,389.43","23,389.43"
18-Jul-22,"20,781.91","22,633.03","20,781.91","22,485.69","22,485.69"
17-Jul-22,"21,195.04","21,600.64","20,778.18","20,779.34","20,779.34"
16-Jul-22,"20,834.10","21,514.40","20,518.90","21,190.32","21,190.32"
15-Jul-22,"20,573.16","21,138.24","20,397.00","20,836.33","20,836.33"
14-Jul-22,"20,211.47","20,789.89","19,689.26","20,569.92","20,569.92"
13-Jul-22,"19,325.97","20,223.05","18,999.95","20,212.07","20,212.07"
12-Jul-22,"19,970.47","20,043.45","19,308.53","19,323.91","19,323.91"
11-Jul-22,"20,856.35","20,856.35","19,924.54","19,970.56","19,970.56"
10-Jul-22,"21,591.08","21,591.08","20,727.12","20,860.45","20,860.45"
9-Jul-22,"21,716.83","21,877.14","21,445.96","21,592.21","21,592.21"
8-Jul-22,"21,637.15","22,314.94","21,257.45","21,731.12","21,731.12"
7-Jul-22,"20,547.81","21,771.82","20,296.10","21,637.59","21,637.59"
6-Jul-22,"20,194.62","20,595.53","19,823.51","20,548.25","20,548.25"
5-Jul-22,"20,225.35","20,635.47","19,341.23","20,190.12","20,190.12"
4-Jul-22,"19,297.31","20,258.75","19,063.07","20,231.26","20,231.26"
3-Jul-22,"19,242.10","19,558.27","18,966.95","19,297.08","19,297.08"
2-Jul-22,"19,274.84","19,371.75","19,027.08","19,242.26","19,242.26"
1-Jul-22,"19,820.47","20,632.67","19,073.71","19,269.37","19,269.37"
30-Jun-22,"20,108.31","20,141.16","18,729.66","19,784.73","19,784.73"
29-Jun-22,"20,281.17","20,364.16","19,937.79","20,104.02","20,104.02"
28-Jun-22,"20,731.54","21,164.42","20,228.81","20,280.63","20,280.63"
27-Jun-22,"21,028.24","21,478.09","20,620.20","20,735.48","20,735.48"
26-Jun-22,"21,496.49","21,783.72","21,016.27","21,027.29","21,027.29"
25-Jun-22,"21,233.61","21,520.91","20,964.59","21,502.34","21,502.34"
24-Jun-22,"21,084.65","21,472.92","20,777.51","21,231.66","21,231.66"
23-Jun-22,"19,986.61","21,135.76","19,950.12","21,085.88","21,085.88"
22-Jun-22,"20,719.41","20,835.75","19,848.08","19,987.03","19,987.03"
21-Jun-22,"20,594.29","21,620.63","20,415.06","20,710.60","20,710.60"
20-Jun-22,"20,553.37","20,913.32","19,689.17","20,599.54","20,599.54"
19-Jun-22,"19,010.90","20,683.82","18,067.15","20,553.27","20,553.27"
18-Jun-22,"20,473.43","20,736.04","17,708.62","19,017.64","19,017.64"
17-Jun-22,"20,385.72","21,243.31","20,326.52","20,471.48","20,471.48"
16-Jun-22,"22,576.30","22,868.92","20,265.23","20,381.65","20,381.65"
15-Jun-22,"22,196.73","22,642.67","20,178.38","22,572.84","22,572.84"
14-Jun-22,"22,487.99","23,018.95","20,950.82","22,206.79","22,206.79"
13-Jun-22,"26,737.58","26,795.59","22,141.26","22,487.39","22,487.39"
12-Jun-22,"28,373.51","28,502.69","26,762.65","26,762.65","26,762.65"
11-Jun-22,"29,084.67","29,401.92","28,236.21","28,360.81","28,360.81"
10-Jun-22,"30,110.33","30,245.81","28,978.15","29,083.80","29,083.80"
9-Jun-22,"30,215.28","30,609.31","30,020.27","30,112.00","30,112.00"
8-Jun-22,"31,151.48","31,253.69","29,944.40","30,214.36","30,214.36"
7-Jun-22,"31,371.74","31,489.68","29,311.68","31,155.48","31,155.48"
6-Jun-22,"29,910.28","31,693.29","29,894.19","31,370.67","31,370.67"
5-Jun-22,"29,835.12","30,117.74","29,574.45","29,906.66","29,906.66"
4-Jun-22,"29,706.14","29,930.56","29,500.01","29,832.91","29,832.91"
3-Jun-22,"30,467.81","30,633.04","29,375.69","29,704.39","29,704.39"
2-Jun-22,"29,794.89","30,604.73","29,652.71","30,467.49","30,467.49"
1-Jun-22,"31,792.55","31,957.29","29,501.59","29,799.08","29,799.08"
31-May-22,"31,723.87","32,249.86","31,286.15","31,792.31","31,792.31"
30-May-22,"29,443.37","31,949.63","29,303.57","31,726.39","31,726.39"
29-May-22,"29,019.87","29,498.01","28,841.11","29,445.96","29,445.96"
28-May-22,"28,622.63","28,814.90","28,554.57","28,814.90","28,814.90"
27-May-22,"29,251.14","29,346.94","28,326.61","28,627.57","28,627.57"
26-May-22,"29,564.78","29,834.16","28,261.91","29,267.22","29,267.22"
25-May-22,"29,653.13","30,157.79","29,384.95","29,562.36","29,562.36"
24-May-22,"29,101.13","29,774.36","28,786.59","29,655.59","29,655.59"
23-May-22,"30,309.40","30,590.59","28,975.56","29,098.91","29,098.91"
22-May-22,"29,432.47","30,425.86","29,275.18","30,323.72","30,323.72"
21-May-22,"29,199.86","29,588.87","29,027.39","29,432.23","29,432.23"
20-May-22,"30,311.12","30,664.98","28,793.61","29,200.74","29,200.74"
19-May-22,"28,720.36","30,430.75","28,708.96","30,314.33","30,314.33"
18-May-22,"30,424.48","30,618.72","28,720.27","28,720.27","28,720.27"
17-May-22,"29,862.41","30,694.49","29,570.30","30,425.86","30,425.86"
16-May-22,"31,304.38","31,305.34","29,251.88","29,862.92","29,862.92"
15-May-22,"30,098.59","31,308.19","29,527.74","31,305.11","31,305.11"
14-May-22,"29,285.64","30,192.80","28,702.91","30,101.27","30,101.27"
13-May-22,"29,030.91","30,924.80","28,782.33","29,283.10","29,283.10"
12-May-22,"28,936.73","30,032.44","26,350.49","29,047.75","29,047.75"
11-May-22,"31,016.18","32,013.40","28,170.41","28,936.36","28,936.36"
10-May-22,"30,273.65","32,596.31","29,944.80","31,022.91","31,022.91"
9-May-22,"34,060.02","34,222.07","30,296.95","30,296.95","30,296.95"
8-May-22,"35,502.94","35,502.94","33,878.96","34,059.27","34,059.27"
7-May-22,"36,042.50","36,129.93","34,940.82","35,501.95","35,501.95"
6-May-22,"36,573.18","36,624.36","35,482.13","36,040.92","36,040.92"
5-May-22,"39,695.75","39,789.28","35,856.52","36,575.14","36,575.14"
4-May-22,"37,748.01","39,902.95","37,732.06","39,698.37","39,698.37"
3-May-22,"38,528.11","38,630.00","37,585.62","37,750.45","37,750.45"
2-May-22,"38,472.19","39,074.97","38,156.56","38,529.33","38,529.33"
1-May-22,"37,713.27","38,627.86","37,585.79","38,469.09","38,469.09"
30-Apr-22,"38,605.86","38,771.21","37,697.94","37,714.88","37,714.88"
29-Apr-22,"39,768.62","39,887.27","38,235.54","38,609.82","38,609.82"
28-Apr-22,"39,241.43","40,269.46","38,941.42","39,773.83","39,773.83"
27-Apr-22,"38,120.30","39,397.92","37,997.31","39,241.12","39,241.12"
26-Apr-22,"40,448.42","40,713.89","37,884.98","38,117.46","38,117.46"
25-Apr-22,"39,472.61","40,491.75","38,338.38","40,458.31","40,458.31"
24-Apr-22,"39,478.38","39,845.93","39,233.54","39,469.29","39,469.29"
23-Apr-22,"39,738.72","39,935.86","39,352.20","39,486.73","39,486.73"
22-Apr-22,"40,525.86","40,777.76","39,315.42","39,740.32","39,740.32"
21-Apr-22,"41,371.52","42,893.58","40,063.83","40,527.36","40,527.36"
20-Apr-22,"41,501.75","42,126.30","40,961.10","41,374.38","41,374.38"
19-Apr-22,"40,828.18","41,672.96","40,618.63","41,502.75","41,502.75"
18-Apr-22,"39,721.20","40,986.32","38,696.19","40,826.21","40,826.21"
17-Apr-22,"40,417.78","40,570.73","39,620.89","39,716.95","39,716.95"
16-Apr-22,"40,552.32","40,633.68","40,078.43","40,424.48","40,424.48"
15-Apr-22,"39,939.40","40,617.72","39,866.83","40,553.46","40,553.46"
14-Apr-22,"41,160.22","41,451.48","39,695.75","39,935.52","39,935.52"
13-Apr-22,"40,123.57","41,430.05","39,712.75","41,166.73","41,166.73"
12-Apr-22,"39,533.71","40,617.59","39,388.33","40,127.18","40,127.18"
11-Apr-22,"42,201.04","42,424.59","39,373.06","39,521.90","39,521.90"
10-Apr-22,"42,781.09","43,376.38","42,021.21","42,207.67","42,207.67"
9-Apr-22,"42,282.08","42,786.82","42,183.25","42,782.14","42,782.14"
8-Apr-22,"43,505.14","43,903.02","42,183.29","42,287.66","42,287.66"
7-Apr-22,"43,207.50","43,860.70","42,899.91","43,503.85","43,503.85"
6-Apr-22,"45,544.36","45,544.36","43,193.95","43,206.74","43,206.74"
5-Apr-22,"46,624.51","47,106.14","45,544.81","45,555.99","45,555.99"
4-Apr-22,"46,445.27","46,791.09","45,235.82","46,622.68","46,622.68"
3-Apr-22,"45,859.13","47,313.48","45,634.11","46,453.57","46,453.57"
2-Apr-22,"46,285.50","47,028.28","45,782.51","45,868.95","45,868.95"
1-Apr-22,"45,554.16","46,616.24","44,403.14","46,281.64","46,281.64"
31-Mar-22,"47,062.15","47,512.03","45,390.54","45,538.68","45,538.68"
30-Mar-22,"47,456.90","47,655.15","46,746.21","47,062.66","47,062.66"
29-Mar-22,"47,100.44","48,022.29","47,100.44","47,465.73","47,465.73"
28-Mar-22,"46,821.85","48,086.84","46,690.20","47,128.00","47,128.00"
27-Mar-22,"44,505.36","46,827.55","44,437.29","46,820.49","46,820.49"
26-Mar-22,"44,349.86","44,736.00","44,166.27","44,500.83","44,500.83"
25-Mar-22,"43,964.55","44,999.49","43,706.29","44,348.73","44,348.73"
24-Mar-22,"42,886.65","44,131.86","42,726.16","43,960.93","43,960.93"
23-Mar-22,"42,364.38","42,893.51","41,877.51","42,892.96","42,892.96"
22-Mar-22,"41,074.11","43,124.71","40,948.28","42,358.81","42,358.81"
21-Mar-22,"41,246.13","41,454.41","40,668.04","41,078.00","41,078.00"
20-Mar-22,"42,191.41","42,241.16","41,004.76","41,247.82","41,247.82"
19-Mar-22,"41,794.65","42,316.55","41,602.67","42,190.65","42,190.65"
18-Mar-22,"40,944.84","42,195.75","40,302.40","41,801.16","41,801.16"
17-Mar-22,"41,140.84","41,287.54","40,662.87","40,951.38","40,951.38"
16-Mar-22,"39,335.57","41,465.45","39,022.35","41,143.93","41,143.93"
15-Mar-22,"39,664.25","39,794.63","38,310.21","39,338.79","39,338.79"
14-Mar-22,"37,846.32","39,742.50","37,680.73","39,666.75","39,666.75"
13-Mar-22,"38,884.73","39,209.35","37,728.14","37,849.66","37,849.66"
12-Mar-22,"38,794.46","39,308.60","38,772.54","38,904.01","38,904.01"
11-Mar-22,"39,439.97","40,081.68","38,347.43","38,794.97","38,794.97"
10-Mar-22,"41,974.07","42,004.73","38,832.94","39,437.46","39,437.46"
9-Mar-22,"38,742.82","42,465.67","38,706.09","41,982.93","41,982.93"
8-Mar-22,"38,059.90","39,304.44","37,957.39","38,737.27","38,737.27"
7-Mar-22,"38,429.30","39,430.23","37,260.20","38,062.04","38,062.04"
6-Mar-22,"39,404.20","39,640.18","38,211.65","38,419.98","38,419.98"
5-Mar-22,"39,148.45","39,566.34","38,777.04","39,400.59","39,400.59"
4-Mar-22,"42,458.14","42,479.61","38,805.85","39,137.61","39,137.61"
3-Mar-22,"43,925.20","44,021.58","41,914.75","42,451.79","42,451.79"
2-Mar-22,"44,357.62","45,077.58","43,432.85","43,924.12","43,924.12"
1-Mar-22,"43,194.50","44,793.60","42,952.59","44,354.64","44,354.64"
28-Feb-22,"37,706.00","43,760.46","37,518.21","43,193.23","43,193.23"
27-Feb-22,"39,098.70","39,778.94","37,268.98","37,709.79","37,709.79"
26-Feb-22,"39,213.08","40,005.35","38,702.54","39,105.15","39,105.15"
25-Feb-22,"38,333.75","39,630.32","38,111.34","39,214.22","39,214.22"
24-Feb-22,"37,278.57","38,968.84","34,459.22","38,332.61","38,332.61"
23-Feb-22,"38,285.28","39,122.39","37,201.82","37,296.57","37,296.57"
22-Feb-22,"37,068.77","38,359.86","36,488.93","38,286.03","38,286.03"
21-Feb-22,"38,423.21","39,394.44","36,950.48","37,075.28","37,075.28"
20-Feb-22,"40,118.10","40,119.89","38,112.81","38,431.38","38,431.38"
19-Feb-22,"40,026.02","40,418.88","39,713.06","40,122.16","40,122.16"
18-Feb-22,"40,552.13","40,929.15","39,637.62","40,030.98","40,030.98"
17-Feb-22,"43,937.07","44,132.97","40,249.37","40,538.01","40,538.01"
16-Feb-22,"44,578.28","44,578.28","43,456.69","43,961.86","43,961.86"
15-Feb-22,"42,586.46","44,667.22","42,491.04","44,575.20","44,575.20"
14-Feb-22,"42,157.40","42,775.78","41,681.96","42,586.92","42,586.92"
13-Feb-22,"42,236.57","42,693.05","41,950.94","42,197.52","42,197.52"
12-Feb-22,"42,412.30","42,992.55","41,852.57","42,244.47","42,244.47"
11-Feb-22,"43,571.13","43,810.83","42,114.54","42,407.94","42,407.94"
10-Feb-22,"44,347.80","45,661.17","43,402.81","43,565.11","43,565.11"
9-Feb-22,"44,096.70","44,727.80","43,232.97","44,338.80","44,338.80"
8-Feb-22,"43,854.65","45,293.87","42,807.84","44,118.45","44,118.45"
7-Feb-22,"42,406.78","44,401.86","41,748.16","43,840.29","43,840.29"
6-Feb-22,"41,441.12","42,500.79","41,244.91","42,412.43","42,412.43"
5-Feb-22,"41,501.48","41,847.16","41,038.10","41,441.16","41,441.16"
4-Feb-22,"37,149.27","41,527.79","37,093.63","41,500.88","41,500.88"
3-Feb-22,"36,944.80","37,154.60","36,375.54","37,154.60","37,154.60"
2-Feb-22,"38,743.71","38,834.62","36,832.73","36,952.98","36,952.98"
1-Feb-22,"38,481.77","39,115.13","38,113.66","38,743.27","38,743.27"
31-Jan-22,"37,920.28","38,647.26","36,733.57","38,483.13","38,483.13"
30-Jan-22,"38,151.92","38,266.34","37,437.71","37,917.60","37,917.60"
